section_code,section_number,title,description,category,punishment,source
BNSS-8,8,Court of Session,Section 8: Court of Session,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=8&orderno=
EVIDENCE-8,8,Things said or done by conspirator in reference to common design,Section 8: Things said or done by conspirator in reference to common design,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=8&orderno=
BNS-80,80,Dowry death,Section 80: Dowry death,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=80&orderno=
BNSS-80,80,Warrant forwarded for execution outside jurisdiction,Section 80: Warrant forwarded for execution outside jurisdiction,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=80&orderno=
EVIDENCE-80,80,"Presumption as to Gazettes, newspapers, and other documents","Section 80: Presumption as to Gazettes, newspapers, and other documents",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=80&orderno=
BNS-81,81,Cohabitation caused by man deceitfully inducing belief of lawful marriage,Section 81: Cohabitation caused by man deceitfully inducing belief of lawful marriage,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=81&orderno=
BNSS-81,81,Warrant directed to police officer for execution outside jurisdiction,Section 81: Warrant directed to police officer for execution outside jurisdiction,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=81&orderno=
EVIDENCE-81,81,Presumption as to Gazettes in electronic or digital record,Section 81: Presumption as to Gazettes in electronic or digital record,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=81&orderno=
BNS-82,82,Marrying again during lifetime of husband or wife,Section 82: Marrying again during lifetime of husband or wife,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=82&orderno=
BNSS-82,82,Procedure on  arrest of person against whom warrant issued,Section 82: Procedure on  arrest of person against whom warrant issued,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=82&orderno=
EVIDENCE-82,82,Presumption as to maps or plans made by authority of Government,Section 82: Presumption as to maps or plans made by authority of Government,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=82&orderno=
BNS-83,83,Marriage ceremony fraudulently gone through without lawful marriage,Section 83: Marriage ceremony fraudulently gone through without lawful marriage,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=83&orderno=
BNSS-83,83,Procedure by Magistrate before whom such person arrested is brought,Section 83: Procedure by Magistrate before whom such person arrested is brought,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=83&orderno=
EVIDENCE-83,83,Presumption as to collections of laws and reports of decisions,Section 83: Presumption as to collections of laws and reports of decisions,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=83&orderno=
BNS-84,84,Enticing or taking away or detaining with criminal intent a married woman,Section 84: Enticing or taking away or detaining with criminal intent a married woman,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=84&orderno=
BNSS-84,84,Proclamation for person absconding,Section 84: Proclamation for person absconding,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=84&orderno=
EVIDENCE-84,84,Presumption as to powers-of-attorney,Section 84: Presumption as to powers-of-attorney,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=84&orderno=
BNS-85,85,Husband or relative of husband of a woman subjecting her to cruelty,Section 85: Husband or relative of husband of a woman subjecting her to cruelty,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=85&orderno=
BNSS-85,85,Attachment of property of person absconding,Section 85: Attachment of property of person absconding,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=85&orderno=
EVIDENCE-85,85,Presumption as to electronic agreements,Section 85: Presumption as to electronic agreements,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=85&orderno=
BNS-86,86,Cruelty defined,Section 86: Cruelty defined,General Exceptions,Imprisonment and/or Fine (as per statute),https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=86&orderno=
BNSS-86,86,Identification and attachment of property of proclaimed person,Section 86: Identification and attachment of property of proclaimed person,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=86&orderno=
EVIDENCE-86,86,Presumption as to electronic records and electronic signatures,Section 86: Presumption as to electronic records and electronic signatures,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=86&orderno=
BNS-87,87,"Kidnapping, abducting or inducing woman to compel her marriage, etc","Section 87: Kidnapping, abducting or inducing woman to compel her marriage, etc",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=87&orderno=
BNSS-87,87,Claims and objections to attachment,Section 87: Claims and objections to attachment,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=87&orderno=
EVIDENCE-87,87,Presumption as to Electronic Signature Certificates,Section 87: Presumption as to Electronic Signature Certificates,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=87&orderno=
BNS-88,88,Causing miscarriage,Section 88: Causing miscarriage,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=88&orderno=
BNSS-88,88,"Release, sale and restoration of attached property","Section 88: Release, sale and restoration of attached property",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=88&orderno=
EVIDENCE-88,88,Presumption as to certified copies of foreign judicial records,Section 88: Presumption as to certified copies of foreign judicial records,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=88&orderno=
BNS-89,89,Causing miscarriage without woman's consent,Section 89: Causing miscarriage without woman's consent,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=89&orderno=
BNSS-89,89,Appeal from order rejecting application for restoration of attached property,Section 89: Appeal from order rejecting application for restoration of attached property,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=89&orderno=
EVIDENCE-89,89,"Presumption as to books, maps and charts","Section 89: Presumption as to books, maps and charts",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=89&orderno=
BNS-9,9,Limit of punishment of offence made up of several offences,Section 9: Limit of punishment of offence made up of several offences,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=9&orderno=
BNSS-9,9,Courts of Judicial Magistrates,Section 9: Courts of Judicial Magistrates,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=9&orderno=
EVIDENCE-9,9,When facts not otherwise relevant become relevant,Section 9: When facts not otherwise relevant become relevant,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=9&orderno=
BNS-90,90,Death caused by act done with intent to cause miscarriage,Section 90: Death caused by act done with intent to cause miscarriage,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=90&orderno=
BNSS-90,90,"Issue of warrant in lieu of, or in addition to, summons","Section 90: Issue of warrant in lieu of, or in addition to, summons",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=90&orderno=
EVIDENCE-90,90,Presumption as to electronic messages,Section 90: Presumption as to electronic messages,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=90&orderno=
BNS-91,91,Act done with intent to prevent child being born alive or to cause to die after birth,Section 91: Act done with intent to prevent child being born alive or to cause to die after birth,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=91&orderno=
BNSS-91,91,Power to take bond or bail bond for appearance,Section 91: Power to take bond or bail bond for appearance,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=91&orderno=
EVIDENCE-91,91,"Presumption as to due execution, etc","Section 91: Presumption as to due execution, etc",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=91&orderno=
BNS-92,92,Causing death of quick unborn child by act amounting to culpable homicide,Section 92: Causing death of quick unborn child by act amounting to culpable homicide,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=92&orderno=
BNSS-92,92,Arrest on breach of bond or bail bond for appearance,Section 92: Arrest on breach of bond or bail bond for appearance,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=92&orderno=
EVIDENCE-92,92,Presumption as to documents thirty years old,Section 92: Presumption as to documents thirty years old,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=92&orderno=
BNS-93,93,"Exposure and abandonment of child under twelve years of age, by parent or person having care of it","Section 93: Exposure and abandonment of child under twelve years of age, by parent or person having care of it",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=93&orderno=
BNSS-93,93,Provisions of this Chapter generally applicable to summons and warrants of arrest,Section 93: Provisions of this Chapter generally applicable to summons and warrants of arrest,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=93&orderno=
EVIDENCE-93,93,Presumption as to electronic records five years old,Section 93: Presumption as to electronic records five years old,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=93&orderno=
BNS-94,94,Concealment of birth by secret disposal of dead body,Section 94: Concealment of birth by secret disposal of dead body,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=94&orderno=
